PLANT_ID,LIBRARY,GENETIC_SUBPOP_KINSHIP,SUBPOP,ECOTYPE_NNET,PLOIDY,COLLECTION_TYPE,COLLECTION_METHOD,COLLECTOR,STATE,COUNTY,LATITUDE,LONGITUDE,ELEVATION,NOTE_LATLONG,LOCALITY,TAXON,HABITAT,COLL_DATE,PLANTED_2018
J662.E,IRXH,Gulf,Gulf,Lowland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Virginia,Accomack,37.749051,-75.785507,3,"NA","From VA-782 X VA-655, drive West on VA-782 for 0.6 miles, population on right.",Panicum virgatum,"NA",2017-08-07,Y
J677.A,ITBW,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",North Carolina,Tyrrell,35.905658,-76.031982,0,"NA",US-64,Panicum virgatum,"NA",2017-10-16,Y
J677.B,ITBX,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",North Carolina,Tyrrell,35.905658,-76.031982,0,"NA",US-64,Panicum virgatum,"NA",2017-10-16,Y
J677.C,ITBY,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",North Carolina,Tyrrell,35.905658,-76.031982,0,"NA",US-64,Panicum virgatum,"NA",2017-10-16,Y
J681.A,IRZA,Gulf,Gulf,Coastal,4X,Cultivar,Plant Obtained From David Lowry,"NA","NA","NA",NA,NA,NA,Hybrid,Developed by MICH,Panicum virgatum,"NA",NA,Y
A4,NNBS,NA,4X,Unknown,4X,Cultivar,Unknown,"NA",Texas,Live Oak ,28.3325,-98.117505,48,"NA","George West, TX",Panicum virgatum,"NA",NA,N
Cave_In_Rock_WO1,WZGB,NA,4X,Unknown,4X,Cultivar,Unknown,"NA",Illinios,Hardin,37.469217,-88.165308,114,GPS estimated using passport data,Cave-in-Rock,Panicum virgatum,"NA",NA,N
DAC6,CWAB,NA,4X,Unknown,4X,Natural Collection,Unknown,"NA",North Dakota,East Morton,46.392962,-100.941106,NA,Approximate,Derived From Several  Plants Near Breien North Dakota,Panicum virgatum,"NA",NA,N
Dacotah_WO1,WZCY,NA,4X,Unknown,4X,Natural Collection,Unknown,"NA",North Dakota,East Morton,46.392962,-100.941106,NA,Approximate,Derived From Several  Plants Near Breien North Dakota,Panicum virgatum,"NA",NA,N
DVR3,OBXC,NA,4X,Unknown,4X,Natural Collection,Unknown,"NA",Texas,Val Verde,29.9,-100.992,422,"NA",Devil's River State Park,Panicum virgatum,"NA",NA,N
GAasmb6,WZCW,NA,4X,Unknown,4X,Natural Collection,Unknown,"NA","NA","NA",27.197548,-80.252826,NA,Estimated From Passport Data,"Photoperiod Sensitive: Selected from PI422001 collected from Florida, related to NAM 16",Panicum virgatum,"NA",NA,N
i1029.1,WZGC,NA,4X,Unknown,4X,Natural Collection,Unknown,"NA",Coahuila,"NA",29.3247,-101.3645,440,Location Approximate,"239-4, Mexico Collection, 13BFLGH; The samples were collected in 2012 in the northern state of Coahuila (Rancho los Ãngeles, Saltillo, Coah)",Panicum virgatum,"NA",NA,N
J017.A,IEXH,NA,4X,Unknown,4X,Cultivar,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Dade,25.76168,-80.19179,1,"NA","Miami, Dade County.",Panicum virgatum,"NA",NA,N
J019.L1,IEXJ,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Indian River,27.748362,-80.436163,4,"NA","Wabasso, Indian River County.",Panicum virgatum,"NA",NA,N
J019.L2,IEXK,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Indian River,27.748362,-80.436163,4,"NA","Wabasso, Indian River County.",Panicum virgatum,"NA",NA,N
J019.L3,IEXL,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Indian River,27.748362,-80.436163,4,"NA","Wabasso, Indian River County.",Panicum virgatum,"NA",NA,N
J020.A,IELF,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Martin,27.197548,-80.252826,3,"NA","Stuart, Martin County.",Panicum virgatum,"NA",NA,N
J029.L1,IEXN,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New Jersey,Cumberland,39.222976,-74.992585,3,"NA","Heislerville, New Jersey",Panicum virgatum,"NA",NA,N
J029.L2,IEXP,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New Jersey,Cumberland,39.222976,-74.992585,3,"NA","Heislerville, New Jersey",Panicum virgatum,"NA",NA,N
J029.L3,IEXQ,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New Jersey,Cumberland,39.222976,-74.992585,3,"NA","Heislerville, New Jersey",Panicum virgatum,"NA",NA,N
J036.L1,IEXS,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,South Dakota,Hand ,44.520755,-99.200387,525,"NA","Hand County, North Dakota",Panicum virgatum,"NA",1955-05-02,N
J036.L2,IEXT,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,South Dakota,Hand ,44.520755,-99.200387,525,"NA","Hand County, North Dakota",Panicum virgatum,"NA",1955-05-03,N
J036.L3,IEXU,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,South Dakota,Hand ,44.520755,-99.200387,525,"NA","Hand County, North Dakota",Panicum virgatum,"NA",1955-05-04,N
J066.A,IIYA,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J067.A,IIYB,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J070.A,IIYD,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J071.A,IIYE,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J076.A,IIYF,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J077.A,IIYG,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J078.A,IIYH,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J079.A,IIYI,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J080.A,IIYJ,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J081.A,IIYK,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J082.A,IIYL,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J097.A,IIYM,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J098.A,IIYN,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J103.A,IIYP,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J104.A,IIYQ,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J105.A,IIYR,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J107.A,IIYS,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J109.A,IIYT,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J110.A,IIYU,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J111.A,IIYW,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J112.A,IIYX,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J113.A,IIYY,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J115.A,IIYZ,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J116.A,IIZA,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J117.A,IIZB,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J118.A,IIZC,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J119.A,IIZD,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J120.A,IIZE,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J122.A,IIZF,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J123.A,IIZG,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J124.A,IIZH,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J125.A,IIZI,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J126.A,IIZJ,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J127.A,IIZK,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J129.A,IIZL,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J130.A,IIZM,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J131.A,IIZN,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J133.A,IIZP,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J134.A,IIZQ,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J136.A,IIZS,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J137.A,IIZT,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J138.A,IIZU,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J139.A,IIZW,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J140.A,IIZX,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J141.A,IIZY,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J142.A,IIZZ,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J143.A,IJAA,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J144.A,IJAB,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J145.A,IJAC,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J146.A,IJAD,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J147.A,IJAE,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J148.A,IJAF,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J149.A,IJAG,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J150.A,IJAH,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J151.A,IJAI,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J153.A,IJAJ,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J154.A,IJAK,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J158.A,IJAL,NA,4X,Unknown,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,"NA",47.5362,-99.793,511,Approx @ State Center,"NA",Panicum virgatum,"NA",NA,N
J164.A,IELN,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,St. Lucie,27.47555556,-80.29555556,1,"NA","Main road entrance in Ft. Pierce Inlet State Park, St. Lucie County. On side of road; low shoulder; looks like disturbed site.",Panicum virgatum,"Population 3 plants, frequent abundance, uniform distribution. Sandy soil, avg drainage, soil pH 7; partial/full sun, ",2008-09-18,N
J174.A,IEXX,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Rensselaer,42.673664,-73.559413,198,"NA","Mt. Loretto, main meadow, Rensselaer County. Major Land Resource Area 144A.",Panicum virgatum,Soil Series and Texture: clay loam,2006-09-27,N
J179.L2,IEYA,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Putnam,29.52333333,-81.92888889,18,"NA","Collected at site previously documented by Natural Resources Conservation Service, Brooksville Plant Material Center (collection number 9060533). 3.6 miles south on Hwy 315 from CR 310, Putnam County",Panicum virgatum,"Sandy soil; partial shade, 5% slope. Site: Alongside road in ditch area along wood line. Vegetation: wax myrtles, palmettos, sedges, bluestem.",2009-09-15,N
J179.L3,IEYB,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Putnam,29.52333333,-81.92888889,18,"NA","Collected at site previously documented by Natural Resources Conservation Service, Brooksville Plant Material Center (collection number 9060533). 3.6 miles south on Hwy 315 from CR 310, Putnam County",Panicum virgatum,"Sandy soil; partial shade, 5% slope. Site: Alongside road in ditch area along wood line. Vegetation: wax myrtles, palmettos, sedges, bluestem.",2009-09-16,N
J180.L1,IEYC,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Volusia,29.365,-81.08472222,0,"NA","Tomoka State Park, Volusia County",Panicum virgatum,"Sandy soil; full sun, % slope. Site: alongside road; intercoastal swamp area. Vegetation: wax myrtles, palmettos, cypress, dactylis, seashore paspalum, reeds, Stenotaphrum.",2009-09-14,N
J180.L2,IEYD,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Volusia,29.365,-81.08472222,0,"NA","Tomoka State Park, Volusia County",Panicum virgatum,"Sandy soil; full sun, % slope. Site: alongside road; intercoastal swamp area. Vegetation: wax myrtles, palmettos, cypress, dactylis, seashore paspalum, reeds, Stenotaphrum.",2009-09-15,N
J180.L3,IEYE,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Volusia,29.365,-81.08472222,0,"NA","Tomoka State Park, Volusia County",Panicum virgatum,"Sandy soil; full sun, % slope. Site: alongside road; intercoastal swamp area. Vegetation: wax myrtles, palmettos, cypress, dactylis, seashore paspalum, reeds, Stenotaphrum.",2009-09-16,N
J186.L1,IEYH,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Wakulla,29.98583333,-84.38666667,1,"NA","Collected at site previously documented by Natural Resources Conservation Service, Brooksville Plant Material Center (collection number 9060504). 1.3 miles N on US 98 from Wakulla/Franklin county line on east side of road, Wakulla County",Panicum virgatum,"Muck soil; full sun. Site: Alongside marsh growing in edge of water. Vegetation: wax myrtle, sawgrass, pines, rushes.",2009-09-17,N
J188.L1,IEYI,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Gulf,29.68555556,-85.36888889,1,"NA","CR 30E on way to St. Joseph Peninsula State Park on east side of road, Gulf County",Panicum virgatum,"Sandy soil; full sun, 5% slope. Site: At edge of marsh across road from beach under power line. Vegetation: palm, bermudagrass, muhly, spartina.",2009-09-17,N
J188.L2,IEYJ,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Gulf,29.68555556,-85.36888889,1,"NA","CR 30E on way to St. Joseph Peninsula State Park on east side of road, Gulf County",Panicum virgatum,"Sandy soil; full sun, 5% slope. Site: At edge of marsh across road from beach under power line. Vegetation: palm, bermudagrass, muhly, spartina.",2009-09-18,N
J188.L3,IEYK,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Gulf,29.68555556,-85.36888889,1,"NA","CR 30E on way to St. Joseph Peninsula State Park on east side of road, Gulf County",Panicum virgatum,"Sandy soil; full sun, 5% slope. Site: At edge of marsh across road from beach under power line. Vegetation: palm, bermudagrass, muhly, spartina.",2009-09-19,N
J192.L1,IEYM,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,Columbus,34.05861667,-78.6312,8,"NA",Columbus County. Vicinity of 13704 Seven Creeks Highway (Highway 905) Right of Way,Panicum virgatum,"In wet ditch area along right of way. Associated vegetation: weedy area, pines, hardwoods, bahiagrass, cat tails.",2012-09-19,N
J192.L2,IEYN,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,Columbus,34.05861667,-78.6312,8,"NA",Columbus County. Vicinity of 13704 Seven Creeks Highway (Highway 905) Right of Way,Panicum virgatum,"In wet ditch area along right of way. Associated vegetation: weedy area, pines, hardwoods, bahiagrass, cat tails.",2012-09-20,N
J192.L3,IEYP,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,Columbus,34.05861667,-78.6312,8,"NA",Columbus County. Vicinity of 13704 Seven Creeks Highway (Highway 905) Right of Way,Panicum virgatum,"In wet ditch area along right of way. Associated vegetation: weedy area, pines, hardwoods, bahiagrass, cat tails.",2012-09-21,N
J193.L1,IEYQ,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,Columbus,34.32108333,-78.41128333,19,"NA","Columbus County. Vicinity of 15123 Sam Potts Highway (Highway 214) Right of Way on south side of road, Bolton, North Carolina",Panicum virgatum,"In wet ditch area along right of way. Associated vegetation: weedy area, pines.",2012-09-19,N
J193.L2,IEYR,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,Columbus,34.32108333,-78.41128333,19,"NA","Columbus County. Vicinity of 15123 Sam Potts Highway (Highway 214) Right of Way on south side of road, Bolton, North Carolina",Panicum virgatum,"In wet ditch area along right of way. Associated vegetation: weedy area, pines.",2012-09-20,N
J193.L3,IEYS,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,Columbus,34.32108333,-78.41128333,19,"NA","Columbus County. Vicinity of 15123 Sam Potts Highway (Highway 214) Right of Way on south side of road, Bolton, North Carolina",Panicum virgatum,"In wet ditch area along right of way. Associated vegetation: weedy area, pines.",2012-09-21,N
J205.L1,IEYU,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,Pender,34.630017,-77.773433,5,"NA","Pender County, 10808 Hwy 53 E, Maple Hill, NC",Panicum virgatum,"4 plants found, 5m2 site size, open roadside under power lines",2011-12-28,N
J205.L2,IEYW,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,Pender,34.630017,-77.773433,5,"NA","Pender County, 10808 Hwy 53 E, Maple Hill, NC",Panicum virgatum,"5 plants found, 5m2 site size, open roadside under power lines",2011-12-29,N
J205.L3,IEYX,NA,4X,Unknown,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,Pender,34.630017,-77.773433,5,"NA","Pender County, 10808 Hwy 53 E, Maple Hill, NC",Panicum virgatum,"6 plants found, 5m2 site size, open roadside under power lines",2011-12-30,N
J209.B,PZXW,NA,4X,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,D. Lowry/T. Quedensley,Texas,Aransas ,28.11,-97.0291,3,"NA",Fulton; Wet roadside ditch,Panicum virgatum,"NA",2006-03-14,N
J232.A,AOSXB,NA,4X,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",New Mexico,Union ,36.53,-103.53,1800,"NA","Associates: Mesquite, Panicum spp., Opuntia spp.",Panicum virgatum,"NA",NA,N
J253.A,IGRA,NA,4X,Unknown,4X,Natural Collection,Supplied by Mike Cassler,"NA",Wisconsin,Polk,45.565,-92.825,254,"NA","NA",Panicum virgatum,"NA",NA,N
J254.A,IEMC,NA,4X,Unknown,4X,Natural Collection,Supplied by Mike Cassler,"NA",Wisconsin,Kenosha,42.496,-87.808,179,"NA","NA",Panicum virgatum,"NA",NA,N
J256.A,IEMD,NA,4X,Unknown,4X,Natural Collection,Supplied by Mike Cassler,"NA",Iowa,"NA",42,-93,311,"NA",Representing all of central Iowa (1/3 of state),Panicum virgatum,"NA",NA,N
J258.B,IIIN,NA,4X,Unknown,4X,Natural Collection,Supplied by Mike Cassler,"NA",Minnesota,Anoka,45.3815,-93.1641,284,"NA","NA",Panicum virgatum,"NA",NA,N
J262.A,IHYF,NA,4X,Unknown,4X,Natural Collection,Supplied by Mike Cassler,"NA",Minnesota,Murray,43.9345,-95.7229,475,"NA","NA",Panicum virgatum,"NA",NA,N
